"AdmitToAmber","AdmitToGreen","AdmitToRed","tick"
22,22,22,2627.0
22,22,22,2628.0
22,22,22,2629.0
22,22,22,2630.0
22,22,22,2631.0
22,22,22,2632.0
22,22,22,2633.0
22,22,22,2634.0
22,22,22,2635.0
22,22,22,2636.0
22,22,22,2637.0
22,22,22,2638.0
22,22,22,2639.0
22,22,22,2640.0
22,22,22,2641.0
22,22,22,2642.0
22,22,22,2643.0
22,22,22,2644.0
22,22,22,2645.0
22,22,22,2646.0
22,22,22,2647.0
22,22,22,2648.0
22,22,22,2649.0
22,22,22,2650.0
22,22,22,2651.0
22,22,22,2652.0
22,22,22,2653.0
22,22,22,2654.0
22,22,22,2655.0
22,22,22,2656.0
22,22,22,2657.0
22,22,22,2658.0
22,22,22,2659.0
22,22,22,2660.0
22,22,22,2661.0
22,22,22,2662.0
23,23,23,2663.0
23,23,23,2664.0
23,23,23,2665.0
23,23,23,2666.0
23,23,23,2667.0
23,23,23,2668.0
23,23,23,2669.0
23,23,23,2670.0
23,23,23,2671.0
23,23,23,2672.0
23,23,23,2673.0
23,23,23,2674.0
23,23,23,2675.0
23,23,23,2676.0
23,23,23,2677.0
23,23,23,2678.0
23,23,23,2679.0
23,23,23,2680.0
23,23,23,2681.0
23,23,23,2682.0
23,23,23,2683.0
23,23,23,2684.0
23,23,23,2685.0
23,23,23,2686.0
23,23,23,2687.0
23,23,23,2688.0
23,23,23,2689.0
23,23,23,2690.0
23,23,23,2691.0
23,23,23,2692.0
23,23,23,2693.0
23,23,23,2694.0
23,23,23,2695.0
23,23,23,2696.0
23,23,23,2697.0
23,23,23,2698.0
23,23,23,2699.0
23,23,23,2700.0
23,23,23,2701.0
23,23,23,2702.0
23,23,23,2703.0
23,23,23,2704.0
23,23,23,2705.0
23,23,23,2706.0
23,23,23,2707.0
23,23,23,2708.0
23,23,23,2709.0
23,23,23,2710.0
23,23,23,2711.0
23,23,23,2712.0
23,23,23,2713.0
23,23,23,2714.0
23,23,23,2715.0
23,23,23,2716.0
23,23,23,2717.0
23,23,23,2718.0
23,23,23,2719.0
23,23,23,2720.0
23,23,23,2721.0
23,23,23,2722.0
23,23,23,2723.0
23,23,23,2724.0
23,23,23,2725.0
23,23,23,2726.0
23,23,23,2727.0
23,23,23,2728.0
23,23,23,2729.0
23,23,23,2730.0
23,23,23,2731.0
23,23,23,2732.0
23,23,23,2733.0
23,23,23,2734.0
23,23,23,2735.0
23,23,23,2736.0
23,23,23,2737.0
23,23,23,2738.0
23,23,23,2739.0
23,23,23,2740.0
23,23,23,2741.0
23,23,23,2742.0
23,23,23,2743.0
23,23,23,2744.0
23,23,23,2745.0
23,23,23,2746.0
23,23,23,2747.0
23,23,23,2748.0
23,23,23,2749.0
23,23,23,2750.0
23,23,23,2751.0
23,23,23,2752.0
23,23,23,2753.0
23,23,23,2754.0
23,23,23,2755.0
23,23,23,2756.0
23,23,23,2757.0
23,23,23,2758.0
23,23,23,2759.0
23,23,23,2760.0
23,23,23,2761.0
23,23,23,2762.0
23,23,23,2763.0
23,23,23,2764.0
23,23,23,2765.0
23,23,23,2766.0
23,23,23,2767.0
23,23,23,2768.0
23,23,23,2769.0
23,23,23,2770.0
23,23,23,2771.0
23,23,23,2772.0
23,23,23,2773.0
23,23,23,2774.0
23,23,23,2775.0
23,23,23,2776.0
23,23,23,2777.0
23,23,23,2778.0
23,23,23,2779.0
23,23,23,2780.0
23,23,23,2781.0
23,23,23,2782.0
23,23,23,2783.0
24,24,24,2784.0
24,24,24,2785.0
24,24,24,2786.0
24,24,24,2787.0
24,24,24,2788.0
24,24,24,2789.0
24,24,24,2790.0
24,24,24,2791.0
24,24,24,2792.0
24,24,24,2793.0
24,24,24,2794.0
24,24,24,2795.0
24,24,24,2796.0
24,24,24,2797.0
24,24,24,2798.0
24,24,24,2799.0
24,24,24,2800.0
24,24,24,2801.0
24,24,24,2802.0
24,24,24,2803.0
24,24,24,2804.0
24,24,24,2805.0
24,24,24,2806.0
24,24,24,2807.0
24,24,24,2808.0
24,24,24,2809.0
24,24,24,2810.0
24,24,24,2811.0
24,24,24,2812.0
24,24,24,2813.0
24,24,24,2814.0
24,24,24,2815.0
24,24,24,2816.0
24,24,24,2817.0
24,24,24,2818.0
24,24,24,2819.0
24,24,24,2820.0
24,24,24,2821.0
24,24,24,2822.0
24,24,24,2823.0
24,24,24,2824.0
24,24,24,2825.0
24,24,24,2826.0
24,24,24,2827.0
24,24,24,2828.0
24,24,24,2829.0
24,24,24,2830.0
24,24,24,2831.0
24,24,24,2832.0
24,24,24,2833.0
24,24,24,2834.0
24,24,24,2835.0
24,24,24,2836.0
24,24,24,2837.0
24,24,24,2838.0
24,24,24,2839.0
24,24,24,2840.0
24,24,24,2841.0
24,24,24,2842.0
24,24,24,2843.0
24,24,24,2844.0
24,24,24,2845.0
24,24,24,2846.0
24,24,24,2847.0
24,24,24,2848.0
24,24,24,2849.0
24,24,24,2850.0
24,24,24,2851.0
24,24,24,2852.0
24,24,24,2853.0
24,24,24,2854.0
24,24,24,2855.0
24,24,24,2856.0
24,24,24,2857.0
24,24,24,2858.0
24,24,24,2859.0
24,24,24,2860.0
24,24,24,2861.0
24,24,24,2862.0
24,24,24,2863.0
24,24,24,2864.0
24,24,24,2865.0
24,24,24,2866.0
24,24,24,2867.0
24,24,24,2868.0
24,24,24,2869.0
24,24,24,2870.0
24,24,24,2871.0
24,24,24,2872.0
24,24,24,2873.0
24,24,24,2874.0
24,24,24,2875.0
24,24,24,2876.0
24,24,24,2877.0
24,24,24,2878.0
24,24,24,2879.0
24,24,24,2880.0
24,24,24,2881.0
24,24,24,2882.0
24,24,24,2883.0
24,24,24,2884.0
24,24,24,2885.0
24,24,24,2886.0
24,24,24,2887.0
24,24,24,2888.0
24,24,24,2889.0
24,24,24,2890.0
24,24,24,2891.0
24,24,24,2892.0
24,24,24,2893.0
24,24,24,2894.0
24,24,24,2895.0
24,24,24,2896.0
24,24,24,2897.0
24,24,24,2898.0
24,24,24,2899.0
24,24,24,2900.0
24,24,24,2901.0
24,24,24,2902.0
24,24,24,2903.0
24,24,24,2904.0
25,25,25,2905.0
25,25,25,2906.0
25,25,25,2907.0
25,25,25,2908.0
25,25,25,2909.0
25,25,25,2910.0
25,25,25,2911.0
25,25,25,2912.0
25,25,25,2913.0
25,25,25,2914.0
25,25,25,2915.0
25,25,25,2916.0
25,25,25,2917.0
25,25,25,2918.0
25,25,25,2919.0
25,25,25,2920.0
25,25,25,2921.0
25,25,25,2922.0
25,25,25,2923.0
25,25,25,2924.0
25,25,25,2925.0
25,25,25,2926.0
25,25,25,2927.0
25,25,25,2928.0
25,25,25,2929.0
25,25,25,2930.0
25,25,25,2931.0
25,25,25,2932.0
25,25,25,2933.0
25,25,25,2934.0
25,25,25,2935.0
25,25,25,2936.0
25,25,25,2937.0
25,25,25,2938.0
25,25,25,2939.0
25,25,25,2940.0
25,25,25,2941.0
25,25,25,2942.0
25,25,25,2943.0
25,25,25,2944.0
25,25,25,2945.0
25,25,25,2946.0
25,25,25,2947.0
25,25,25,2948.0
25,25,25,2949.0
25,25,25,2950.0
25,25,25,2951.0
25,25,25,2952.0
25,25,25,2953.0
25,25,25,2954.0
25,25,25,2955.0
25,25,25,2956.0
25,25,25,2957.0
25,25,25,2958.0
25,25,25,2959.0
25,25,25,2960.0
25,25,25,2961.0
25,25,25,2962.0
25,25,25,2963.0
25,25,25,2964.0
25,25,25,2965.0
25,25,25,2966.0
25,25,25,2967.0
25,25,25,2968.0
25,25,25,2969.0
25,25,25,2970.0
25,25,25,2971.0
25,25,25,2972.0
25,25,25,2973.0
25,25,25,2974.0
25,25,25,2975.0
25,25,25,2976.0
25,25,25,2977.0
25,25,25,2978.0
25,25,25,2979.0
25,25,25,2980.0
25,25,25,2981.0
25,25,25,2982.0
25,25,25,2983.0
25,25,25,2984.0
25,25,25,2985.0
25,25,25,2986.0
25,25,25,2987.0
25,25,25,2988.0
25,25,25,2989.0
25,25,25,2990.0
25,25,25,2991.0
25,25,25,2992.0
25,25,25,2993.0
25,25,25,2994.0
25,25,25,2995.0
25,25,25,2996.0
25,25,25,2997.0
25,25,25,2998.0
25,25,25,2999.0
25,25,25,3000.0
25,25,25,3001.0
25,25,25,3002.0
25,25,25,3003.0
25,25,25,3004.0
25,25,25,3005.0
25,25,25,3006.0
25,25,25,3007.0
25,25,25,3008.0
25,25,25,3009.0
25,25,25,3010.0
25,25,25,3011.0
25,25,25,3012.0
25,25,25,3013.0
25,25,25,3014.0
25,25,25,3015.0
25,25,25,3016.0
25,25,25,3017.0
25,25,25,3018.0
25,25,25,3019.0
25,25,25,3020.0
25,25,25,3021.0
25,25,25,3022.0
25,25,25,3023.0
25,25,25,3024.0
25,25,25,3025.0
26,26,26,3026.0
26,26,26,3027.0
26,26,26,3028.0
26,26,26,3029.0
26,26,26,3030.0
26,26,26,3031.0
26,26,26,3032.0
26,26,26,3033.0
26,26,26,3034.0
26,26,26,3035.0
26,26,26,3036.0
26,26,26,3037.0
26,26,26,3038.0
26,26,26,3039.0
26,26,26,3040.0
26,26,26,3041.0
26,26,26,3042.0
26,26,26,3043.0
26,26,26,3044.0
26,26,26,3045.0
26,26,26,3046.0
26,26,26,3047.0
26,26,26,3048.0
26,26,26,3049.0
26,26,26,3050.0
26,26,26,3051.0
26,26,26,3052.0
26,26,26,3053.0
26,26,26,3054.0
26,26,26,3055.0
26,26,26,3056.0
26,26,26,3057.0
26,26,26,3058.0
26,26,26,3059.0
26,26,26,3060.0
26,26,26,3061.0
26,26,26,3062.0
26,26,26,3063.0
26,26,26,3064.0
26,26,26,3065.0
26,26,26,3066.0
26,26,26,3067.0
26,26,26,3068.0
26,26,26,3069.0
26,26,26,3070.0
26,26,26,3071.0
26,26,26,3072.0
26,26,26,3073.0
26,26,26,3074.0
26,26,26,3075.0
26,26,26,3076.0
26,26,26,3077.0
26,26,26,3078.0
26,26,26,3079.0
26,26,26,3080.0
26,26,26,3081.0
26,26,26,3082.0
26,26,26,3083.0
26,26,26,3084.0
26,26,26,3085.0
26,26,26,3086.0
26,26,26,3087.0
26,26,26,3088.0
26,26,26,3089.0
26,26,26,3090.0
26,26,26,3091.0
26,26,26,3092.0
26,26,26,3093.0
26,26,26,3094.0
26,26,26,3095.0
26,26,26,3096.0
26,26,26,3097.0
26,26,26,3098.0
26,26,26,3099.0
26,26,26,3100.0
26,26,26,3101.0
26,26,26,3102.0
26,26,26,3103.0
26,26,26,3104.0
26,26,26,3105.0
26,26,26,3106.0
26,26,26,3107.0
26,26,26,3108.0
26,26,26,3109.0
26,26,26,3110.0
26,26,26,3111.0
26,26,26,3112.0
26,26,26,3113.0
26,26,26,3114.0
26,26,26,3115.0
26,26,26,3116.0
26,26,26,3117.0
26,26,26,3118.0
26,26,26,3119.0
26,26,26,3120.0
26,26,26,3121.0
26,26,26,3122.0
26,26,26,3123.0
26,26,26,3124.0
26,26,26,3125.0
26,26,26,3126.0
26,26,26,3127.0
26,26,26,3128.0
26,26,26,3129.0
26,26,26,3130.0
26,26,26,3131.0
26,26,26,3132.0
26,26,26,3133.0
26,26,26,3134.0
26,26,26,3135.0
26,26,26,3136.0
26,26,26,3137.0
26,26,26,3138.0
26,26,26,3139.0
26,26,26,3140.0
26,26,26,3141.0
26,26,26,3142.0
26,26,26,3143.0
26,26,26,3144.0
26,26,26,3145.0
26,26,26,3146.0
27,27,27,3147.0
27,27,27,3148.0
27,27,27,3149.0
27,27,27,3150.0
27,27,27,3151.0
27,27,27,3152.0
27,27,27,3153.0
27,27,27,3154.0
27,27,27,3155.0
27,27,27,3156.0
27,27,27,3157.0
27,27,27,3158.0
27,27,27,3159.0
27,27,27,3160.0
27,27,27,3161.0
27,27,27,3162.0
27,27,27,3163.0
27,27,27,3164.0
27,27,27,3165.0
27,27,27,3166.0
27,27,27,3167.0
27,27,27,3168.0
27,27,27,3169.0
27,27,27,3170.0
27,27,27,3171.0
27,27,27,3172.0
27,27,27,3173.0
27,27,27,3174.0
27,27,27,3175.0
27,27,27,3176.0
27,27,27,3177.0
27,27,27,3178.0
27,27,27,3179.0
27,27,27,3180.0
27,27,27,3181.0
27,27,27,3182.0
27,27,27,3183.0
27,27,27,3184.0
27,27,27,3185.0
27,27,27,3186.0
27,27,27,3187.0
27,27,27,3188.0
27,27,27,3189.0
27,27,27,3190.0
27,27,27,3191.0
27,27,27,3192.0
27,27,27,3193.0
27,27,27,3194.0
27,27,27,3195.0
27,27,27,3196.0
27,27,27,3197.0
27,27,27,3198.0
27,27,27,3199.0
27,27,27,3200.0
27,27,27,3201.0
27,27,27,3202.0
27,27,27,3203.0
27,27,27,3204.0
27,27,27,3205.0
27,27,27,3206.0
27,27,27,3207.0
27,27,27,3208.0
27,27,27,3209.0
27,27,27,3210.0
27,27,27,3211.0
27,27,27,3212.0
27,27,27,3213.0
27,27,27,3214.0
27,27,27,3215.0
27,27,27,3216.0
27,27,27,3217.0
27,27,27,3218.0
27,27,27,3219.0
27,27,27,3220.0
27,27,27,3221.0
27,27,27,3222.0
27,27,27,3223.0
27,27,27,3224.0
27,27,27,3225.0
27,27,27,3226.0
27,27,27,3227.0
27,27,27,3228.0
27,27,27,3229.0
27,27,27,3230.0
27,27,27,3231.0
27,27,27,3232.0
27,27,27,3233.0
27,27,27,3234.0
27,27,27,3235.0
27,27,27,3236.0
27,27,27,3237.0
27,27,27,3238.0
27,27,27,3239.0
27,27,27,3240.0
27,27,27,3241.0
27,27,27,3242.0
27,27,27,3243.0
27,27,27,3244.0
27,27,27,3245.0
27,27,27,3246.0
27,27,27,3247.0
27,27,27,3248.0
27,27,27,3249.0
27,27,27,3250.0
27,27,27,3251.0
27,27,27,3252.0
27,27,27,3253.0
27,27,27,3254.0
27,27,27,3255.0
27,27,27,3256.0
27,27,27,3257.0
27,27,27,3258.0
27,27,27,3259.0
27,27,27,3260.0
27,27,27,3261.0
27,27,27,3262.0
27,27,27,3263.0
27,27,27,3264.0
27,27,27,3265.0
27,27,27,3266.0
27,27,27,3267.0
28,28,28,3268.0
28,28,28,3269.0
28,28,28,3270.0
28,28,28,3271.0
28,28,28,3272.0
28,28,28,3273.0
28,28,28,3274.0
28,28,28,3275.0
28,28,28,3276.0
28,28,28,3277.0
28,28,28,3278.0
28,28,28,3279.0
28,28,28,3280.0
28,28,28,3281.0
28,28,28,3282.0
28,28,28,3283.0
28,28,28,3284.0
28,28,28,3285.0
28,28,28,3286.0
28,28,28,3287.0
28,28,28,3288.0
28,28,28,3289.0
28,28,28,3290.0
28,28,28,3291.0
28,28,28,3292.0
28,28,28,3293.0
28,28,28,3294.0
28,28,28,3295.0
28,28,28,3296.0
28,28,28,3297.0
28,28,28,3298.0
28,28,28,3299.0
28,28,28,3300.0
28,28,28,3301.0
28,28,28,3302.0
28,28,28,3303.0
28,28,28,3304.0
28,28,28,3305.0
28,28,28,3306.0
28,28,28,3307.0
28,28,28,3308.0
28,28,28,3309.0
28,28,28,3310.0
28,28,28,3311.0
28,28,28,3312.0
28,28,28,3313.0
28,28,28,3314.0
28,28,28,3315.0
28,28,28,3316.0
28,28,28,3317.0
28,28,28,3318.0
28,28,28,3319.0
28,28,28,3320.0
28,28,28,3321.0
28,28,28,3322.0
28,28,28,3323.0
28,28,28,3324.0
28,28,28,3325.0
28,28,28,3326.0
28,28,28,3327.0
28,28,28,3328.0
28,28,28,3329.0
28,28,28,3330.0
28,28,28,3331.0
28,28,28,3332.0
28,28,28,3333.0
28,28,28,3334.0
28,28,28,3335.0
28,28,28,3336.0
28,28,28,3337.0
28,28,28,3338.0
28,28,28,3339.0
28,28,28,3340.0
28,28,28,3341.0
28,28,28,3342.0
28,28,28,3343.0
28,28,28,3344.0
28,28,28,3345.0
28,28,28,3346.0
28,28,28,3347.0
28,28,28,3348.0
28,28,28,3349.0
28,28,28,3350.0
28,28,28,3351.0
28,28,28,3352.0
28,28,28,3353.0
28,28,28,3354.0
28,28,28,3355.0
28,28,28,3356.0
28,28,28,3357.0
28,28,28,3358.0
28,28,28,3359.0
28,28,28,3360.0
28,28,28,3361.0
28,28,28,3362.0
28,28,28,3363.0
28,28,28,3364.0
28,28,28,3365.0
28,28,28,3366.0
28,28,28,3367.0
28,28,28,3368.0
28,28,28,3369.0
28,28,28,3370.0
28,28,28,3371.0
28,28,28,3372.0
28,28,28,3373.0
28,28,28,3374.0
28,28,28,3375.0
28,28,28,3376.0
28,28,28,3377.0
28,28,28,3378.0
28,28,28,3379.0
28,28,28,3380.0
28,28,28,3381.0
28,28,28,3382.0
28,28,28,3383.0
28,28,28,3384.0
28,28,28,3385.0
28,28,28,3386.0
28,28,28,3387.0
28,28,28,3388.0
29,29,29,3389.0
29,29,29,3390.0
29,29,29,3391.0
29,29,29,3392.0
29,29,29,3393.0
29,29,29,3394.0
29,29,29,3395.0
29,29,29,3396.0
29,29,29,3397.0
29,29,29,3398.0
29,29,29,3399.0
29,29,29,3400.0
29,29,29,3401.0
29,29,29,3402.0
29,29,29,3403.0
29,29,29,3404.0
29,29,29,3405.0
29,29,29,3406.0
29,29,29,3407.0
29,29,29,3408.0
29,29,29,3409.0
29,29,29,3410.0
29,29,29,3411.0
29,29,29,3412.0
29,29,29,3413.0
29,29,29,3414.0
29,29,29,3415.0
29,29,29,3416.0
29,29,29,3417.0
29,29,29,3418.0
29,29,29,3419.0
29,29,29,3420.0
29,29,29,3421.0
29,29,29,3422.0
29,29,29,3423.0
29,29,29,3424.0
29,29,29,3425.0
29,29,29,3426.0
29,29,29,3427.0
29,29,29,3428.0
29,29,29,3429.0
29,29,29,3430.0
29,29,29,3431.0
29,29,29,3432.0
29,29,29,3433.0
29,29,29,3434.0
29,29,29,3435.0
29,29,29,3436.0
29,29,29,3437.0
29,29,29,3438.0
29,29,29,3439.0
29,29,29,3440.0
29,29,29,3441.0
29,29,29,3442.0
29,29,29,3443.0
29,29,29,3444.0
29,29,29,3445.0
29,29,29,3446.0
29,29,29,3447.0
29,29,29,3448.0
29,29,29,3449.0
29,29,29,3450.0
29,29,29,3451.0
29,29,29,3452.0
29,29,29,3453.0
29,29,29,3454.0
29,29,29,3455.0
29,29,29,3456.0
29,29,29,3457.0
29,29,29,3458.0
29,29,29,3459.0
29,29,29,3460.0
29,29,29,3461.0
29,29,29,3462.0
29,29,29,3463.0
29,29,29,3464.0
29,29,29,3465.0
29,29,29,3466.0
29,29,29,3467.0
29,29,29,3468.0
29,29,29,3469.0
29,29,29,3470.0
29,29,29,3471.0
29,29,29,3472.0
29,29,29,3473.0
29,29,29,3474.0
29,29,29,3475.0
29,29,29,3476.0
29,29,29,3477.0
29,29,29,3478.0
29,29,29,3479.0
29,29,29,3480.0
29,29,29,3481.0
29,29,29,3482.0
29,29,29,3483.0
29,29,29,3484.0
29,29,29,3485.0
29,29,29,3486.0
29,29,29,3487.0
29,29,29,3488.0
29,29,29,3489.0
29,29,29,3490.0
29,29,29,3491.0
29,29,29,3492.0
29,29,29,3493.0
29,29,29,3494.0
29,29,29,3495.0
29,29,29,3496.0
29,29,29,3497.0
29,29,29,3498.0
29,29,29,3499.0
29,29,29,3500.0
29,29,29,3501.0
29,29,29,3502.0
29,29,29,3503.0
29,29,29,3504.0
29,29,29,3505.0
29,29,29,3506.0
29,29,29,3507.0
29,29,29,3508.0
29,29,29,3509.0
30,30,30,3510.0
30,30,30,3511.0
30,30,30,3512.0
30,30,30,3513.0
30,30,30,3514.0
30,30,30,3515.0
30,30,30,3516.0
30,30,30,3517.0
30,30,30,3518.0
30,30,30,3519.0
30,30,30,3520.0
30,30,30,3521.0
30,30,30,3522.0
30,30,30,3523.0
30,30,30,3524.0
30,30,30,3525.0
30,30,30,3526.0
30,30,30,3527.0
30,30,30,3528.0
30,30,30,3529.0
30,30,30,3530.0
30,30,30,3531.0
30,30,30,3532.0
30,30,30,3533.0
30,30,30,3534.0
30,30,30,3535.0
30,30,30,3536.0
30,30,30,3537.0
30,30,30,3538.0
30,30,30,3539.0
30,30,30,3540.0
30,30,30,3541.0
30,30,30,3542.0
30,30,30,3543.0
30,30,30,3544.0
30,30,30,3545.0
30,30,30,3546.0
30,30,30,3547.0
30,30,30,3548.0
30,30,30,3549.0
30,30,30,3550.0
30,30,30,3551.0
30,30,30,3552.0
30,30,30,3553.0
30,30,30,3554.0
30,30,30,3555.0
30,30,30,3556.0
30,30,30,3557.0
30,30,30,3558.0
30,30,30,3559.0
30,30,30,3560.0
30,30,30,3561.0
30,30,30,3562.0
30,30,30,3563.0
30,30,30,3564.0
30,30,30,3565.0
30,30,30,3566.0
30,30,30,3567.0
30,30,30,3568.0
30,30,30,3569.0
30,30,30,3570.0
30,30,30,3571.0
30,30,30,3572.0
30,30,30,3573.0
30,30,30,3574.0
30,30,30,3575.0
30,30,30,3576.0
30,30,30,3577.0
30,30,30,3578.0
30,30,30,3579.0
30,30,30,3580.0
30,30,30,3581.0
30,30,30,3582.0
30,30,30,3583.0
30,30,30,3584.0
30,30,30,3585.0
30,30,30,3586.0
30,30,30,3587.0
30,30,30,3588.0
30,30,30,3589.0
30,30,30,3590.0
30,30,30,3591.0
30,30,30,3592.0
30,30,30,3593.0
30,30,30,3594.0
30,30,30,3595.0
30,30,30,3596.0
30,30,30,3597.0
30,30,30,3598.0
30,30,30,3599.0
30,30,30,3600.0
30,30,30,3601.0
30,30,30,3602.0
30,30,30,3603.0
30,30,30,3604.0
30,30,30,3605.0
30,30,30,3606.0
30,30,30,3607.0
30,30,30,3608.0
30,30,30,3609.0
30,30,30,3610.0
30,30,30,3611.0
30,30,30,3612.0
30,30,30,3613.0
30,30,30,3614.0
30,30,30,3615.0
30,30,30,3616.0
30,30,30,3617.0
30,30,30,3618.0
30,30,30,3619.0
30,30,30,3620.0
30,30,30,3621.0
30,30,30,3622.0
30,30,30,3623.0
30,30,30,3624.0
30,30,30,3625.0
30,30,30,3626.0
30,30,30,3627.0
30,30,30,3628.0
30,30,30,3629.0
30,30,30,3630.0
31,31,31,3631.0
31,31,31,3632.0
31,31,31,3633.0
31,31,31,3634.0
31,31,31,3635.0
31,31,31,3636.0
31,31,31,3637.0
31,31,31,3638.0
31,31,31,3639.0
31,31,31,3640.0
31,31,31,3641.0
31,31,31,3642.0
31,31,31,3643.0
31,31,31,3644.0
31,31,31,3645.0
31,31,31,3646.0
31,31,31,3647.0
31,31,31,3648.0
31,31,31,3649.0
31,31,31,3650.0
31,31,31,3651.0
31,31,31,3652.0
31,31,31,3653.0
31,31,31,3654.0
31,31,31,3655.0
31,31,31,3656.0
31,31,31,3657.0
31,31,31,3658.0
31,31,31,3659.0
31,31,31,3660.0
31,31,31,3661.0
31,31,31,3662.0
31,31,31,3663.0
31,31,31,3664.0
31,31,31,3665.0
31,31,31,3666.0
31,31,31,3667.0
31,31,31,3668.0
31,31,31,3669.0
31,31,31,3670.0
31,31,31,3671.0
31,31,31,3672.0
31,31,31,3673.0
31,31,31,3674.0
31,31,31,3675.0
31,31,31,3676.0
31,31,31,3677.0
31,31,31,3678.0
31,31,31,3679.0
31,31,31,3680.0
31,31,31,3681.0
31,31,31,3682.0
31,31,31,3683.0
31,31,31,3684.0
31,31,31,3685.0
31,31,31,3686.0
31,31,31,3687.0
31,31,31,3688.0
31,31,31,3689.0
31,31,31,3690.0
31,31,31,3691.0
31,31,31,3692.0
31,31,31,3693.0
31,31,31,3694.0
31,31,31,3695.0
31,31,31,3696.0
31,31,31,3697.0
31,31,31,3698.0
31,31,31,3699.0
31,31,31,3700.0
31,31,31,3701.0
31,31,31,3702.0
31,31,31,3703.0
31,31,31,3704.0
31,31,31,3705.0
31,31,31,3706.0
31,31,31,3707.0
31,31,31,3708.0
31,31,31,3709.0
31,31,31,3710.0
31,31,31,3711.0
31,31,31,3712.0
31,31,31,3713.0
31,31,31,3714.0
31,31,31,3715.0
31,31,31,3716.0
31,31,31,3717.0
31,31,31,3718.0
31,31,31,3719.0
31,31,31,3720.0
31,31,31,3721.0
31,31,31,3722.0
31,31,31,3723.0
31,31,31,3724.0
31,31,31,3725.0
31,31,31,3726.0
31,31,31,3727.0
31,31,31,3728.0
31,31,31,3729.0
31,31,31,3730.0
31,31,31,3731.0
31,31,31,3732.0
31,31,31,3733.0
31,31,31,3734.0
31,31,31,3735.0
31,31,31,3736.0
31,31,31,3737.0
31,31,31,3738.0
31,31,31,3739.0
31,31,31,3740.0
31,31,31,3741.0
31,31,31,3742.0
31,31,31,3743.0
31,31,31,3744.0
31,31,31,3745.0
31,31,31,3746.0
31,31,31,3747.0
31,31,31,3748.0
31,31,31,3749.0
31,31,31,3750.0
31,31,31,3751.0
32,32,32,3752.0
32,32,32,3753.0
32,32,32,3754.0
32,32,32,3755.0
32,32,32,3756.0
32,32,32,3757.0
32,32,32,3758.0
32,32,32,3759.0
32,32,32,3760.0
32,32,32,3761.0
32,32,32,3762.0
32,32,32,3763.0
32,32,32,3764.0
32,32,32,3765.0
32,32,32,3766.0
32,32,32,3767.0
32,32,32,3768.0
32,32,32,3769.0
32,32,32,3770.0
32,32,32,3771.0
32,32,32,3772.0
32,32,32,3773.0
32,32,32,3774.0
32,32,32,3775.0
32,32,32,3776.0
32,32,32,3777.0
32,32,32,3778.0
32,32,32,3779.0
32,32,32,3780.0
32,32,32,3781.0
32,32,32,3782.0
32,32,32,3783.0
32,32,32,3784.0
32,32,32,3785.0
32,32,32,3786.0
32,32,32,3787.0
32,32,32,3788.0
32,32,32,3789.0
32,32,32,3790.0
32,32,32,3791.0
32,32,32,3792.0
32,32,32,3793.0
32,32,32,3794.0
32,32,32,3795.0
32,32,32,3796.0
32,32,32,3797.0
32,32,32,3798.0
32,32,32,3799.0
32,32,32,3800.0
32,32,32,3801.0
32,32,32,3802.0
32,32,32,3803.0
32,32,32,3804.0
32,32,32,3805.0
32,32,32,3806.0
32,32,32,3807.0
32,32,32,3808.0
32,32,32,3809.0
32,32,32,3810.0
32,32,32,3811.0
32,32,32,3812.0
32,32,32,3813.0
32,32,32,3814.0
32,32,32,3815.0
32,32,32,3816.0
32,32,32,3817.0
32,32,32,3818.0
32,32,32,3819.0
32,32,32,3820.0
32,32,32,3821.0
32,32,32,3822.0
32,32,32,3823.0
32,32,32,3824.0
32,32,32,3825.0
32,32,32,3826.0
32,32,32,3827.0
32,32,32,3828.0
32,32,32,3829.0
32,32,32,3830.0
32,32,32,3831.0
32,32,32,3832.0
32,32,32,3833.0
32,32,32,3834.0
32,32,32,3835.0
32,32,32,3836.0
32,32,32,3837.0
32,32,32,3838.0
32,32,32,3839.0
32,32,32,3840.0
32,32,32,3841.0
32,32,32,3842.0
32,32,32,3843.0
32,32,32,3844.0
32,32,32,3845.0
32,32,32,3846.0
32,32,32,3847.0
32,32,32,3848.0
32,32,32,3849.0
32,32,32,3850.0
32,32,32,3851.0
32,32,32,3852.0
32,32,32,3853.0
32,32,32,3854.0
32,32,32,3855.0
32,32,32,3856.0
32,32,32,3857.0
32,32,32,3858.0
32,32,32,3859.0
32,32,32,3860.0
32,32,32,3861.0
32,32,32,3862.0
32,32,32,3863.0
32,32,32,3864.0
32,32,32,3865.0
32,32,32,3866.0
32,32,32,3867.0
32,32,32,3868.0
32,32,32,3869.0
32,32,32,3870.0
32,32,32,3871.0
32,32,32,3872.0
33,33,33,3873.0
33,33,33,3874.0
33,33,33,3875.0
33,33,33,3876.0
33,33,33,3877.0
33,33,33,3878.0
33,33,33,3879.0
33,33,33,3880.0
33,33,33,3881.0
33,33,33,3882.0
33,33,33,3883.0
33,33,33,3884.0
33,33,33,3885.0
33,33,33,3886.0
33,33,33,3887.0
33,33,33,3888.0
33,33,33,3889.0
33,33,33,3890.0
33,33,33,3891.0
33,33,33,3892.0
33,33,33,3893.0
33,33,33,3894.0
33,33,33,3895.0
